File,Title,Date,Format
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTVlYzZmMTdlZTM0MDcyNDUxNzg0NWRkZjI2NWI3NTcwNTdiMDkyZWMzOTA0NTM0Y2VkMmJiOTljNDE3ZTM5YWEmZT0xNzc3Mzg0ODAw/012/735/7592/500831_3251426e8de5c4yix7aq11_Y.JPG,Євгенія Товстяк,8 AUG 2010,JPG
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPThhYzIyNzg2YzUwZGZiMDU2NzJmZjU2OGNhZTlkOTQzZDFmNjdkMTY0ZDNjZTE0ZDE3MWZmYjM0MzkyOWFiYWUmZT0xNzc3Mzg0ODAw/012/735/7592/000067_724395841de5c4d6lcky06_Y.jpg,1977,1977,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTcxNTJmOTkwZWExN2MwYTA3OWY0MDQwNDQ5YzI1ODliMTUzNjEzNGI3NDI0MzQ2MjA5YzJjNzU0OTdmNzI3N2MmZT0xNzc3Mzg0ODAw/012/735/7592/000023_458860ee5ce5c4nxgbtz10_Y.jpg,Untitled-343,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWZlZDA0OGE3Y2IxODY5YjExYjg5ZGEwYzZlNjY3YTcyYjcxYWRkYzQ4MzVjMWM4YTFmNjEyMzMxYWZjOWFjOTUmZT0xNzc3Mzg0ODAw/012/735/7592/000024_750564cf5ce5c4hra46v10_Y.jpg,1956,1956,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWVlMzZjYjU4ZmEwMDhlNjRiMDg3OWUwZmMxODIwMDExMjM5Y2ZhNTcwNTlhMzcxMGYwMjkxYzI4YjI3MmRhYTMmZT0xNzc3Mzg0ODAw/012/735/7592/000025_954103806ce5c4bbsp7m11_Y.jpg,1953 .,1953,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTcxZWRhNTg3MDljZmRiM2YzZDUxZjExMTRhNjZjYTM4MTJmMjBlZjgxZjAxNWU0OWRhNjQ1MGM0NzhjNTRhMWYmZT0xNzc3Mzg0ODAw/012/735/7592/000029_186486136ce5c4cf1u9l09_Y.jpg,.,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTA1OTQ4M2ZiYzQyZmNkNjg5YTRjNzJjMTE1ZTc2YzhjNWUxZTE0NTAxODZlODE0MDQ1NDVkYWE3NzE3YjZlYmYmZT0xNzc3Mzg0ODAw/012/735/7592/000034_321425676ce5c4cw4wa413_Y.jpg,,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTJjYWExNzQwNzBiMTY4Y2EwYzc2MWZjZDJkYTA0MWE1Y2RmZTQ2YzRlMjViMTdkNzZjNjI0ZTcxMzc1NWYyZjImZT0xNzc3Mzg0ODAw/012/735/7592/000035_149418386ce5c47e9f9h09_Y.jpg,24  1946 .,1946,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTMzNDg3MTdkNzMwNzEzMWMxODZjMjkxODE2NmVmMjE4M2JlN2FmZjNmYjY5MzY0MTQ1MGU5Y2E4MDE5OWVlMjcmZT0xNzc3Mzg0ODAw/012/735/7592/000036_301655996ce5c4a3cyzg13_Y.jpg,11  29  1955,1955,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTAzNzQ3NzVjZDY5MTU4ZTczMzI2NDY4YWQ1Mzg4ZDQwOTJiMDM5YzIxYjc5MzFmMTU3MmIxOTliOTAzY2IyOTEmZT0xNzc3Mzg0ODAw/012/735/7592/000057_286917c69de5c4yphekt11_X.jpg,Untitled-47,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWIzZmI5NmE3NjAwOGY4YjY0MWI1NDI5M2Q2NTc2MWY2MGY3ZDBjNGU2ZGU4M2JhZjgyNDZmOWZhNWE1NjNjODYmZT0xNzc3Mzg0ODAw/012/735/7592/000058_224472bafce5c4hys4z112_X.jpg,Untitled-48,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWQ2MjA5ZmE4ZTZhMWQ3MGY0ZGU4ZjNiMWE4ZmMzZjI5MjY1YTA2YWIzMDRlODc0OTU0ZWIyOTIwMDdjMzg2NmQmZT0xNzc3Mzg0ODAw/012/735/7592/000059_5359678bfce5c4pu3ckr09_Y.jpg,Untitled-49,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPThiNThlMDc0MDFmYTgzMjljZjI0ZTdkNTliNGYxMzdkYjdhMDMxNWQyZWI0NDhkYTliMjdkYTAyN2Q3ODEyN2QmZT0xNzc3Mzg0ODAw/012/735/7592/000060_8382216cfce5c498ix5t05_X.jpg,Untitled-66,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTNmNjdmMzllM2YxOTQyMzJlM2UzNDc5YjY4MGU1YjE3NmY2ZDJhODViMTY1YTNlYzI1ZGRlNmRkODk3ODlkNjcmZT0xNzc3Mzg0ODAw/012/735/7592/000061_6059253dfce5c4aa3j5206_Y.jpg,9 06 1963 .,1963,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTViOTRmYTVjNDM4NjZiNzM4ODU2ZmE3NTBkYjg5NDU3ZmU3NTk5ODNjNDVmYjA0NTNlY2QyYzVkY2QxYTVlZWYmZT0xNzc3Mzg0ODAw/012/735/7592/000062_181042aefce5c4wktibv10_Y.jpg,.,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWNhYmM5MDA0ZGFiOTQyZjk5M2IyNzc2YzQ4YmM2MGIyZTMxMWU1Y2M1NGY3YzMwNzg5ZTQ1NTE0ODgyNDE0ZWMmZT0xNzc3Mzg0ODAw/012/735/7592/000063_996076a01de5c4ajggx513_Y.jpg,4 XI 76,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWEyMGFlODNhNTNmNmJkMDAzY2QwNTNlYzE1ODRlMTFkNWFjODJiZGRjYTA4ZmEwZjFlNDAzZTFkMDQwNmFhODEmZT0xNzc3Mzg0ODAw/012/735/7592/000065_898472a31de5c42eoord07_Y.jpg,21 V 78 .,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTdkODFiZTAxY2ZlNzM4YWIzYWVjZjI1MjAwNWQ1YmI0YjE5ZjlkOWVlNzk3YzRhMjczMjJjNjM1NjJjNmUwMTEmZT0xNzc3Mzg0ODAw/012/735/7592/000066_398275141de5c4os7omg10_Y.jpg,1965 .,1965,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWVkMDAwMWFhYWIxZWNhZjg2YWUyNDI0MDU4YzBlYjFkNTZmMTM2YzZkZjQ0ZjgyMDk5OTY5OTc1ZmQ3NjEzNmImZT0xNzc3Mzg0ODAw/012/735/7592/000068_778836851de5c4ngtqky06_Y.jpg,1980.,1980,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTE3OWIwZDhiN2ExYzg4YmQ1MmFhM2M1MjBjZTY5ZTQwYTc4NTE1YTFlN2Q4NjNhNDE5Yjc2YjAxNDFjNjM1OWMmZT0xNzc3Mzg0ODAw/012/735/7592/000075_1214538b1de5c491ul1407_Y.jpg,Untitled-299,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWQwZDA5OTg3YTZiNTcxMDRjNjY3YWE1N2Y3Yzc1NGIzZjY1MTkzOWEwMTUzMzM5ZmVlNTg2YWE5ZTRmZjg3MDQmZT0xNzc3Mzg0ODAw/012/735/7592/000076_5695219c1de5c4s0j1iu06_Y.jpg,Untitled-326,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTZiNmE0NTVhM2YzMGE4YzRmNmU3MTZjZTU0OTNmNmJkNmQ5MWYxODM3NzVlZjNjNDRjOTZmNzNlMDNmYTc3ODgmZT0xNzc3Mzg0ODAw/012/735/7592/000078_5267317e1de5c4yuf9ry06_Y.jpg,. 1978. . -.,1978,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTg4ZWIxYzQxYzdiNWE4NzIwZTdjZDhjODI2ZjljMWNhZTU0YWY2NWUyYTUwMTZlZTNiZjIzYjVlOGEyNjU0MjQmZT0xNzc3Mzg0ODAw/012/735/7592/000080_936117212de5c4oponl309_Y.jpg,1971 -,1971,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWQyMDE5OTUyNDhiMjVkMGNlZTkxYzcxZjdiYmY0NTMwZTM3MTc1NmI3MzVjMzNhMTVkZDg1YzAyNGQxOTFiNjQmZT0xNzc3Mzg0ODAw/012/735/7592/000083_233423c32de5c416ka8510_Y.jpg,,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWI1NWVmNDU2ZTdlY2VkZDc4MTM0YTZhM2M1ZGRhNjc3M2Q3YzRlN2M5OTNjOWY1YTVjMzMyZGMyMGYxNzNkY2ImZT0xNzc3Mzg0ODAw/012/735/7592/000084_555589c42de5c4o3905q11_Y.jpg,,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTZmYzM3OWFlYjliMjgxMDZiYzE0YjI4MGQ2MzZlOTk4YzY5MDgwYTc3Zjc0Njg3NjhhMWIzZDdlYWE3YmI0MmEmZT0xNzc3Mzg0ODAw/012/735/7592/000086_488353772de5c43lbo4v09_Y.jpg,,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTI5YmMyN2VmODNjYTM5MjBmNmY3NWE2YTMwNmVkNjhlNDgxNDNiMTk4M2UzMTYyYzA3MDY4MjVjZTEyYzI4NDYmZT0xNzc3Mzg0ODAw/012/735/7592/000093_4244061f2de5c4apghxn05_Y.jpg,2001,2001,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWQ0ZDZiYjlmN2MzMDk0MWFhNDI4ZGM3MWI0ZWJmYjkyOWIxODc2YTg0MjA2Mjg1ZDYyYjc4MDI2ZWFjODlmYTQmZT0xNzc3Mzg0ODAw/012/735/7592/000102_987912246036c4bhud4b08_X.jpg,Кам'янець-Подільський Педагогічний Університет ім. І.Огієнко,11 AUG 2010,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTZlMmRiYTk1YTkyYzBiMGMwN2U4YzJjZGMwOTE0NmNiNGQyMWJlY2FjMjAyNzkyMzcwOWM4ZDNlOTdkMzNlMWImZT0xNzc3Mzg0ODAw/012/735/7592/000116_199365sd7n908uwgd48b6c_Z.jpg,IMG_2164,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTdhMDVjMTAxYTBmOTJkZDBhZmNlZWY3OWZjYzM3OTIyMTViMjcyNTcxOTA3NDFkZDJiYzQyY2E5YzNhODdmNDMmZT0xNzc3Mzg0ODAw/012/735/7592/000117_14478838d6cb3tb40d179o_Z.jpg,IMG_2167,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWU1MWI0Zjk3YTRkMDc5ODkwYzA0MjdlYzY1OTc3ZmY4MzYxMzJkZGYyMjJhYjMwOWQ0ZmVhNWE5ODU2ZGVhZTcmZT0xNzc3Mzg0ODAw/012/735/7592/000118_388028clo044f9bdh5icf2_Z.jpg,IMG_2170,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTFhM2NjYTBlNjA2ZjcyMjVkMDZkNzdhMGRiOWRkOWI2MGU2MzhhZDgyMmJkNjIwMmQxMzdhMWJmOGE0OWE2MWMmZT0xNzc3Mzg0ODAw/012/735/7592/501346_43951436f926r57wb3u900_F.jpg,,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWZkN2YxNDI4M2ZmNGYxN2I4YmFiNWQ2NjM5ZTg1ZTNkYWE2NzA5Y2I2NzZkYjFjZmQ5MGM2YTE1NzA1ZDljMTQmZT0xNzc3Mzg0ODAw/012/735/7592/501347_09769352f39bc062506307_F.jpg,,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTViZmI2NjI2YjM1YWZkZWMwNGE1OWI5ODU2ZTNmNjU3OTA1YTM4NGNjZjZmOTFkMTliNDMyNDRkZGIzMmMxOTMmZT0xNzc3Mzg0ODAw/012/735/7592/501791_08485595o49h4oab6a0u95_W.jpg,мама приїхала...,1984,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTFkY2JkOWNiYTYzNjE4NDU0ZGFlYmZlNDM0Zjg3ODRkMmMwNjk2OThjOWZjYTY2YTVmZTM1MmQ2ZWEyZDFlZWYmZT0xNzc3Mzg0ODAw/012/735/7592/501792_16235359yb46ato1s9845q_W.jpg,Сарышаган,1984,jpg
